,instance_name,damodaran_min,damodaran_mean,DA_time
461,20J_30p_5m_5%_20s-2.dzn,52,53.5,0.3082717259724934
462,20J_30p_5m_5%_20s-3.dzn,50,52.0,0.331210176150004
463,20J_30p_5m_5%_20s-4.dzn,58,60.833333333333336,0.32452718416849774
464,20J_30p_5m_5%_20s-5.dzn,37,40.166666666666664,0.3087876637776692
465,20J_30p_5m_5%_5s-1.dzn,36,39.166666666666664,0.2698795000712076
466,20J_30p_5m_5%_5s-2.dzn,40,41.666666666666664,0.2793059746424356
467,20J_30p_5m_5%_5s-3.dzn,36,36.333333333333336,0.2678440014521281
468,20J_30p_5m_5%_5s-4.dzn,46,46.0,0.27537707487742097
469,20J_30p_5m_5%_5s-5.dzn,42,42.666666666666664,0.27795406182607013
470,20J_30p_5m_50%_20s-1.dzn,120,120.0,0.34031089146931964
471,20J_30p_5m_50%_20s-2.dzn,182,182.0,0.3322104215621948
472,20J_30p_5m_50%_20s-3.dzn,110,110.0,0.3190055688222249
473,20J_30p_5m_50%_20s-4.dzn,179,179.0,0.3060961961746216
474,20J_30p_5m_50%_20s-5.dzn,163,163.33333333333334,0.3079531192779541
475,20J_30p_5m_50%_5s-1.dzn,131,132.16666666666666,0.26271446545918775
476,20J_30p_5m_50%_5s-2.dzn,188,188.66666666666666,0.25782199700673414
477,20J_30p_5m_50%_5s-3.dzn,149,151.0,0.2655287583669026
478,20J_30p_5m_50%_5s-4.dzn,155,157.5,0.25938435395558673
479,20J_30p_5m_50%_5s-5.dzn,199,199.33333333333334,0.26193666458129883
480,50J_10p_3m_10%_20s-1.dzn,54,56.833333333333336,1.4885018666585286
481,50J_10p_3m_10%_20s-2.dzn,68,70.5,1.4715638558069866
482,50J_10p_3m_10%_20s-3.dzn,64,66.83333333333333,1.5558465321858723
483,50J_10p_3m_10%_20s-4.dzn,70,72.33333333333333,1.6377191146214802
484,50J_10p_3m_10%_20s-5.dzn,71,72.33333333333333,1.6882932980855305
485,50J_10p_3m_10%_5s-1.dzn,32,33.333333333333336,1.4279756148656209
486,50J_10p_3m_10%_5s-2.dzn,36,37.333333333333336,1.5417908032735188
