,instance,SA-R,seed,SA-C,instance_size
993,14,0.5788148148148148,50,0.5788148148148148,10 jobs
994,99,0.655456,45,0.65632,250 jobs
995,18,0.7363636363636363,49,0.7363636363636363,10 jobs
996,41,0.5148571428571429,43,0.5148571428571429,50 jobs
997,117,0.714,43,0.7134666666666667,500 jobs
998,105,0.6584,47,0.6612,500 jobs
999,53,0.564,47,0.564,50 jobs
1000,11,0.6293333333333333,51,0.6293333333333333,10 jobs
1001,81,0.39066666666666666,43,0.38293333333333335,250 jobs
1002,24,0.6143333333333333,47,0.6143333333333333,25 jobs
1003,36,0.56,43,0.56,25 jobs
1004,93,0.43706666666666666,47,0.4384,250 jobs
1005,66,0.8006666666666666,51,0.8006666666666666,100 jobs
1006,59,0.5798333333333333,45,0.572,50 jobs
1007,84,0.7047938618925831,42,0.7040341005967604,250 jobs
1008,21,0.49142857142857144,46,0.49142857142857144,25 jobs
1009,33,0.4926792452830189,42,0.4938867924528302,25 jobs
1010,96,0.6429333333333334,46,0.6408,250 jobs
1011,63,0.4614828282828283,50,0.44903838383838385,100 jobs
1012,15,0.5526666666666666,42,0.5526666666666666,10 jobs
1013,113,0.49493333333333334,50,0.49466666666666664,500 jobs
1014,45,0.7039968379446641,50,0.7060332015810277,50 jobs
1015,49,0.62384,49,0.62544,50 jobs
1016,9,0.8280851063829787,46,0.8280851063829787,10 jobs
1017,10,0.6372,43,0.6372,10 jobs
1018,40,0.5672738461538461,51,0.5643815384615385,25 jobs
1019,116,0.42866666666666664,51,0.4268,500 jobs
1020,6,0.6733333333333333,45,0.6733333333333333,10 jobs
1021,67,0.46066666666666667,43,0.456,100 jobs
1022,75,0.47699607843137254,47,0.47699607843137254,100 jobs
1023,80,0.4641003921568627,51,0.47018666666666664,100 jobs
1024,37,0.91488,51,0.91488,25 jobs
1025,3,0.45,44,0.45,10 jobs
1026,89,0.4672,49,0.4672,250 jobs
1027,62,0.6387037735849057,42,0.6441377358490566,100 jobs
1028,70,0.6509876923076923,46,0.6447692307692308,100 jobs
1029,85,0.6213333333333333,50,0.6221333333333333,250 jobs
1030,32,0.5173333333333333,50,0.5173333333333333,25 jobs
1031,67,0.462,49,0.4573333333333333,100 jobs
1032,51,0.6165714285714285,45,0.6165714285714285,50 jobs
1033,107,0.750736,45,0.751664,500 jobs
1034,29,0.6926545454545454,46,0.6926545454545454,25 jobs
1035,62,0.6481207547169812,48,0.6428547169811321,100 jobs
1036,102,0.4740910052910053,44,0.4733037037037037,500 jobs
1037,54,0.4666666666666667,44,0.4666666666666667,50 jobs
1038,89,0.4672,43,0.4672,250 jobs
1039,19,0.5304,51,0.5304,10 jobs
1040,49,0.62496,43,0.62496,50 jobs
1041,15,0.5526666666666666,48,0.5526666666666666,10 jobs
1042,94,0.49525485714285716,44,0.4932022857142857,250 jobs
1043,23,0.6521070234113713,44,0.6390903010033445,25 jobs
1044,108,0.4898666666666667,46,0.4886666666666667,500 jobs
1045,10,0.6372,49,0.6372,10 jobs
1046,91,0.5026666666666667,45,0.5029333333333333,250 jobs
1047,26,0.5946666666666667,45,0.5946666666666667,25 jobs
1048,24,0.6143333333333333,44,0.6143333333333333,25 jobs
1049,93,0.4384,44,0.43546666666666667,250 jobs
1050,12,0.576,48,0.576,10 jobs
1051,118,0.4941333333333333,43,0.49306666666666665,500 jobs
1052,21,0.49142857142857144,45,0.49142857142857144,25 jobs
1053,96,0.64,45,0.6405333333333333,250 jobs
1054,17,0.45175324675324674,49,0.45175324675324674,10 jobs
1055,59,0.5916666666666667,46,0.5693333333333334,50 jobs
1056,99,0.658368,46,0.654624,250 jobs
1057,100,0.4610666666666667,45,0.45653333333333335,250 jobs
1058,56,0.49333333333333335,45,0.49733333333333335,50 jobs
1059,60,0.6443111111111111,49,0.6543434343434343,50 jobs
1060,39,0.7305515151515152,43,0.7305515151515152,25 jobs
1061,69,0.5486215384615385,51,0.54448,100 jobs
1062,53,0.564,44,0.564,50 jobs
1063,105,0.6598666666666667,44,0.6611333333333334,500 jobs
1064,65,0.6194081632653061,48,0.6132448979591837,100 jobs
1065,30,0.6079387234042554,51,0.6079387234042554,25 jobs
1066,87,0.49466666666666664,51,0.5010666666666667,250 jobs
1067,72,0.5086666666666667,47,0.5086666666666667,100 jobs
1068,60,0.6407474747474747,43,0.6476646464646465,50 jobs
1069,1,0.692,45,0.692,10 jobs
1070,35,0.32343817527010804,50,0.33246578631452584,25 jobs
1071,82,0.42373333333333335,50,0.4232,250 jobs
1072,77,0.48,46,0.4746666666666667,100 jobs
1073,65,0.6263571428571428,42,0.6180850340136055,100 jobs
1074,39,0.7305515151515152,49,0.7305515151515152,25 jobs
1075,4,0.3933333333333333,44,0.3933333333333333,10 jobs
1076,118,0.4924,49,0.4936,500 jobs
1077,78,0.36,45,0.3566666666666667,100 jobs
1078,42,0.66,50,0.66,50 jobs
1079,114,0.4876329411764706,50,0.4844909803921569,500 jobs
1080,12,0.576,42,0.576,10 jobs
1081,111,0.7191764705882353,51,0.7184549019607843,500 jobs
1082,47,0.6331295938104449,51,0.6421508704061896,50 jobs
1083,17,0.45175324675324674,43,0.45175324675324674,10 jobs
1084,61,0.49942857142857144,51,0.5011428571428571,100 jobs
1085,94,0.49609142857142857,47,0.4913828571428571,250 jobs
1086,31,0.5189333333333334,43,0.5189333333333334,25 jobs
1087,23,0.6403210702341137,47,0.6409364548494983,25 jobs
1088,86,0.6325333333333333,43,0.6317333333333334,250 jobs
1089,64,0.5781742424242424,50,0.5764242424242424,100 jobs
1090,91,0.5026666666666667,46,0.5024,250 jobs
1091,34,0.6996622222222222,42,0.6996622222222222,25 jobs
1092,26,0.5946666666666667,46,0.5946666666666667,25 jobs
1093,83,0.68,42,0.6808,250 jobs
1094,68,0.740644705882353,49,0.7426886274509804,100 jobs
1095,108,0.4888,45,0.4872,500 jobs
1096,29,0.6926545454545454,45,0.6926545454545454,25 jobs
1097,13,0.6083254237288136,50,0.5843389830508474,10 jobs
1098,107,0.750928,46,0.751072,500 jobs
1099,51,0.6165714285714285,46,0.6165714285714285,50 jobs
1100,43,0.56,42,0.56,50 jobs
1101,115,0.6162666666666666,42,0.6152,500 jobs
1102,16,0.7858823529411765,51,0.7858823529411765,10 jobs
1103,54,0.4666666666666667,47,0.4666666666666667,50 jobs
1104,102,0.47355767195767196,47,0.475026455026455,500 jobs
1105,110,0.6546578113207547,43,0.6533509433962265,500 jobs
1106,46,0.5901333333333333,43,0.5901333333333333,50 jobs
1107,75,0.47699607843137254,44,0.47699607843137254,100 jobs
1108,115,0.6152,48,0.6161333333333333,500 jobs
1109,43,0.56,48,0.56,50 jobs
1110,6,0.6733333333333333,46,0.6733333333333333,10 jobs
1111,119,0.6470666666666667,51,0.6456,500 jobs
1112,70,0.643996923076923,45,0.6423815384615384,100 jobs
1113,46,0.5901333333333333,49,0.5901333333333333,50 jobs
1114,110,0.6529491320754717,49,0.6528428679245283,500 jobs
1115,3,0.45,47,0.45,10 jobs
1116,31,0.5189333333333334,49,0.5189333333333334,25 jobs
1117,86,0.6314666666666666,49,0.632,250 jobs
1118,68,0.7452972549019607,43,0.7426886274509804,100 jobs
1119,38,0.5757538461538462,51,0.5794338461538462,25 jobs
1120,9,0.8280851063829787,45,0.8280851063829787,10 jobs
1121,34,0.6996622222222222,48,0.6996622222222222,25 jobs
1122,83,0.6816,48,0.6805333333333333,250 jobs
1123,24,0.6143333333333333,43,0.6143333333333333,25 jobs
1124,81,0.38453333333333334,47,0.38,250 jobs
1125,93,0.4362666666666667,43,0.43733333333333335,250 jobs
1126,36,0.56,47,0.56,25 jobs
1127,74,0.6654166666666667,51,0.6590833333333334,100 jobs
1128,118,0.49133333333333334,44,0.4936,500 jobs
1129,78,0.36,48,0.35733333333333334,100 jobs
1130,21,0.49142857142857144,42,0.49142857142857144,25 jobs
1131,84,0.7061428815004263,46,0.7049057118499574,250 jobs
1132,96,0.6416,42,0.6416,250 jobs
1133,33,0.4938867924528302,46,0.4926792452830189,25 jobs
1134,71,0.528,50,0.528,100 jobs
1135,1,0.692,48,0.692,10 jobs
1136,44,0.5450066666666666,46,0.5450066666666666,50 jobs
1137,112,0.32986666666666664,46,0.32493333333333335,500 jobs
1138,100,0.4576,42,0.45493333333333336,250 jobs
1139,56,0.49333333333333335,42,0.49333333333333335,50 jobs
1140,39,0.7305515151515152,44,0.7305515151515152,25 jobs
1141,4,0.3933333333333333,49,0.3933333333333333,10 jobs
1142,117,0.7130666666666666,47,0.7112,500 jobs
1143,41,0.5148571428571429,47,0.5148571428571429,50 jobs
1144,53,0.564,43,0.564,50 jobs
1145,105,0.6588666666666667,43,0.6593333333333333,500 jobs
1146,8,0.8694915254237288,50,0.8694915254237288,10 jobs
1147,56,0.49333333333333335,48,0.49333333333333335,50 jobs
1148,100,0.4610666666666667,48,0.4544,250 jobs
1149,60,0.6550505050505051,44,0.6578262626262626,50 jobs
1150,1,0.692,42,0.692,10 jobs
1151,18,0.7363636363636363,47,0.7363636363636363,10 jobs
1152,105,0.6594666666666666,49,0.6576666666666666,500 jobs
1153,53,0.564,49,0.5653333333333334,50 jobs
1154,65,0.6307312925170068,45,0.6143197278911564,100 jobs
1155,109,0.43946666666666667,50,0.4452,500 jobs
1156,4,0.3933333333333333,43,0.3933333333333333,10 jobs
1157,28,0.47445333333333334,50,0.47445333333333334,25 jobs
1158,78,0.362,42,0.35533333333333333,100 jobs
1159,24,0.6143333333333333,49,0.6143333333333333,25 jobs
1160,93,0.4381333333333333,49,0.4378666666666667,250 jobs
1161,12,0.576,45,0.576,10 jobs
1162,21,0.49142857142857144,48,0.49142857142857144,25 jobs
1163,96,0.6392,48,0.6405333333333333,250 jobs
1164,17,0.45175324675324674,44,0.45175324675324674,10 jobs
1165,31,0.5189333333333334,44,0.5189333333333334,25 jobs
1166,86,0.6317333333333334,44,0.6317333333333334,250 jobs
1167,49,0.62384,47,0.62512,50 jobs
1168,9,0.8280851063829787,48,0.8280851063829787,10 jobs
1169,34,0.6932622222222222,45,0.6996622222222222,25 jobs
1170,83,0.6808,45,0.6898666666666666,250 jobs
1171,5,0.42229885057471267,51,0.3974712643678161,10 jobs
1172,108,0.49773333333333336,42,0.48586666666666667,500 jobs
1173,79,0.6648930612244898,50,0.6650530612244898,100 jobs
1174,29,0.6932363636363637,42,0.6926545454545454,25 jobs
1175,75,0.47699607843137254,49,0.47699607843137254,100 jobs
1176,43,0.56,45,0.56,50 jobs
1177,115,0.6144,45,0.6168,500 jobs
1178,89,0.4672,47,0.4672,250 jobs
1179,70,0.643356923076923,48,0.6420030769230769,100 jobs
1180,110,0.6535046037735849,44,0.6522979622641509,500 jobs
1181,46,0.5901333333333333,44,0.5901333333333333,50 jobs
1182,67,0.456,47,0.462,100 jobs
1183,75,0.47699607843137254,43,0.47699607843137254,100 jobs
1184,25,0.49207843137254903,51,0.49207843137254903,25 jobs
1185,92,0.42436387959866223,51,0.4233311036789298,250 jobs
1186,29,0.6926545454545454,48,0.6926545454545454,25 jobs
1187,62,0.6478188679245283,46,0.6436094339622641,100 jobs
1188,70,0.6494615384615384,42,0.6445353846153846,100 jobs
1189,20,0.45724933451641525,50,0.45724933451641525,10 jobs
1190,97,0.3957333333333333,50,0.3912,250 jobs
1191,15,0.5526666666666666,46,0.5526666666666666,10 jobs
1192,101,0.45053333333333334,50,0.44906666666666667,500 jobs
1193,57,0.5477333333333333,50,0.5477333333333333,50 jobs
1194,68,0.7458572549019608,44,0.7429286274509804,100 jobs
1195,108,0.4918666666666667,48,0.48746666666666666,500 jobs
1196,10,0.6372,47,0.6372,10 jobs
1197,9,0.8280851063829787,42,0.8280851063829787,10 jobs
1198,52,0.5906666666666667,51,0.5906666666666667,50 jobs
1199,104,0.41733333333333333,51,0.4209333333333333,500 jobs
